UKPRN,HE Provider,Country of HE provider,Region of HE provider,Academic Year,Metric,Category Marker,Value
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Number of active firms,Spin-outs with some HE provider ownership,1.0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Number of active firms,Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Number of active firms,Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Number of active firms,Student start-ups,141.0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Number of active firms,Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,0.0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Number still active which have survived at least 3 years,Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Number still active which have survived at least 3 years,Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Number still active which have survived at least 3 years,Student start-ups,83.0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Number still active which have survived at least 3 years,Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Estimated current employment of all active firms (FTE),Spin-outs with some HE provider ownership,5.0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Estimated current employment of all active firms (FTE),Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Estimated current employment of all active firms (FTE),Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Estimated current employment of all active firms (FTE),Student start-ups,1089.0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Estimated current employment of all active firms (FTE),Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Estimated current turnover of all active firms (£ thousands),Spin-outs with some HE provider ownership,550.0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Estimated current turnover of all active firms (£ thousands),Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Estimated current turnover of all active firms (£ thousands),Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Estimated current turnover of all active firms (£ thousands),Student start-ups,80320.0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Estimated current turnover of all active firms (£ thousands),Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Estimated external investment received (£ thousands),Spin-outs with some HE provider ownership,0.0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Estimated external investment received (£ thousands),Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Estimated external investment received (£ thousands),Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Estimated external investment received (£ thousands),Student start-ups,100.0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Estimated external investment received (£ thousands),Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Number (of newly registered companies within the reporting period),Spin-outs with some HE provider ownership,0.0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Number (of newly registered companies within the reporting period),Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Number (of newly registered companies within the reporting period),Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Number (of newly registered companies within the reporting period),Student start-ups,29.0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Number (of newly registered companies within the reporting period),Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Number of active firms,Spin-outs with some HE provider ownership,0.0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Number of active firms,Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Number of active firms,Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Number of active firms,Student start-ups,152.0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Number of active firms,Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,1.0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Number still active which have survived at least 3 years,Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Number still active which have survived at least 3 years,Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Number still active which have survived at least 3 years,Student start-ups,86.0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Number still active which have survived at least 3 years,Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2017/18,Estimated current employment of all active firms (FTE),Spin-outs with some HE provider ownership,10.0
10001282,University of Northumbria at Newcastle,England,North East,2017/18,Estimated current employment of all active firms (FTE),Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2017/18,Estimated current employment of all active firms (FTE),Staff start-ups,0.0
